SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
194765,Cash loans,M,Y,Y,0,315000.0,1724688.0,54283.5,1575000.0,Family,Commercial associate,Incomplete higher,Married,House / apartment,0.025164,-15647,-2514,-3260.0,-4676,7.0,1,1,0,1,0,0,High skill tech staff,2.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Transport: type 4,,0.4701390095809176,0.14287252304131962,0.0835,0.0613,0.9747,0.6532,0.0258,0.0,0.1379,0.1667,0.2083,0.0524,0.0672,0.0636,0.0039,0.0059,0.0851,0.0636,0.9747,0.6668,0.026000000000000002,0.0,0.1379,0.1667,0.2083,0.0536,0.0735,0.0663,0.0039,0.0062,0.0843,0.0613,0.9747,0.6578,0.0259,0.0,0.1379,0.1667,0.2083,0.0533,0.0684,0.0648,0.0039,0.006,reg oper account,block of flats,0.0654,"Stone, brick",No,2.0,1.0,2.0,1.0,-527.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
167408,Cash loans,F,Y,Y,1,112500.0,1125000.0,33025.5,1125000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.015221,-14009,-2594,-3885.0,-4059,14.0,1,1,1,1,1,0,Sales staff,3.0,2,2,FRIDAY,8,0,0,0,0,0,0,Self-employed,,0.4680150786186574,0.4206109640437848,0.0186,0.0473,0.9826,,,0.0,0.1034,0.0417,,0.0425,,0.0192,,,0.0189,0.0491,0.9826,,,0.0,0.1034,0.0417,,0.0435,,0.02,,,0.0187,0.0473,0.9826,,,0.0,0.1034,0.0417,,0.0433,,0.0196,,,,block of flats,0.0166,"Stone, brick",No,1.0,0.0,1.0,0.0,-395.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
307020,Cash loans,M,N,Y,0,135000.0,318411.0,19606.5,288000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.009549,-23480,365243,-989.0,-4049,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,10,0,0,0,0,0,0,XNA,,0.20837901873000905,,0.1474,,0.9851,,,,0.0345,0.3333,,,,0.05,,,0.1502,,0.9851,,,,0.0345,0.3333,,,,0.0521,,,0.1489,,0.9851,,,,0.0345,0.3333,,,,0.0509,,,,block of flats,0.0782,"Stone, brick",No,0.0,0.0,0.0,0.0,-903.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
133452,Cash loans,F,N,Y,1,252000.0,931401.0,47686.5,832500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-13554,-3434,-4968.0,-5137,,1,1,0,1,0,0,Laborers,3.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Business Entity Type 1,0.6191196242456131,0.6823911629237606,0.4135967602644276,0.0742,0.0436,0.9841,0.7824,0.0134,0.08,0.069,0.3333,0.375,0.0534,0.0605,0.0466,0.0,0.0,0.0756,0.0452,0.9841,0.7909,0.0136,0.0806,0.069,0.3333,0.375,0.0546,0.0661,0.0486,0.0,0.0,0.0749,0.0436,0.9841,0.7853,0.0135,0.08,0.069,0.3333,0.375,0.0543,0.0616,0.0474,0.0,0.0,reg oper account,block of flats,0.0674,Panel,No,4.0,0.0,4.0,0.0,-1497.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
423984,Cash loans,F,N,Y,0,90000.0,526491.0,19039.5,454500.0,"Spouse, partner",State servant,Secondary / secondary special,Married,House / apartment,0.00496,-11608,-3944,-4732.0,-3962,,1,1,0,1,1,0,Medicine staff,2.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Other,,0.7504631672907096,0.3656165070113335,0.0928,0.0716,0.9876,0.83,0.0017,0.1,0.0862,0.2708,,,0.0748,0.0871,0.0116,0.0043,0.062,0.0594,0.9876,0.8367,0.0017,0.0806,0.069,0.1667,,,0.0542,0.0421,0.0117,0.0046,0.0937,0.0716,0.9876,0.8323,0.0017,0.1,0.0862,0.2708,,,0.0761,0.0887,0.0116,0.0044,reg oper account,block of flats,0.0318,"Stone, brick",No,0.0,0.0,0.0,0.0,-1114.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
243092,Cash loans,F,N,N,1,112500.0,253737.0,27454.5,229500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.022625,-12182,-368,-1481.0,-2651,,1,1,0,1,0,0,Core staff,3.0,2,2,TUESDAY,13,0,0,0,0,0,0,Bank,0.4535923267703494,0.6175983444130622,0.5814837058057234,0.0825,0.0803,0.9762,0.6736,0.0095,0.0,0.1379,0.1667,0.2083,0.0409,0.0672,0.07,0.0,0.001,0.084,0.0833,0.9762,0.6864,0.0096,0.0,0.1379,0.1667,0.2083,0.0418,0.0735,0.073,0.0,0.0011,0.0833,0.0803,0.9762,0.6779999999999999,0.0096,0.0,0.1379,0.1667,0.2083,0.0416,0.0684,0.0713,0.0,0.0011,reg oper account,block of flats,0.0879,Panel,No,4.0,0.0,4.0,0.0,-109.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
220691,Cash loans,M,N,N,0,126000.0,254700.0,20250.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612000000000002,-13937,-562,-3454.0,-386,,1,1,0,1,0,0,Laborers,2.0,2,2,SUNDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.37257954809454624,0.5689081488905019,0.3656165070113335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1075.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,5.0
228305,Cash loans,M,Y,Y,1,121500.0,900000.0,26446.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008625,-11301,-1700,-6002.0,-2883,9.0,1,1,1,1,0,0,High skill tech staff,3.0,2,2,THURSDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.16277428292662086,0.7088126806700374,0.4170996682522097,,,0.9518,,,,,,,,,0.0051,,,,,0.9518,,,,,,,,,0.0053,,,,,0.9518,,,,,,,,,0.0052,,,,block of flats,0.0056,,No,0.0,0.0,0.0,0.0,-1774.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
402743,Cash loans,F,N,Y,0,99000.0,454500.0,26221.5,454500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.014519999999999996,-23419,365243,-6399.0,-3177,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,8,0,0,0,0,0,0,XNA,,0.6586691071878081,0.5656079814115492,0.0644,,0.9781,,,,0.1379,0.1667,,,,0.0409,,,0.0588,,0.9762,,,,0.1379,0.1667,,,,0.0387,,,0.0651,,0.9781,,,,0.1379,0.1667,,,,0.0417,,,,block of flats,0.0575,"Stone, brick",No,0.0,0.0,0.0,0.0,-651.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
221543,Cash loans,M,N,Y,0,45000.0,76410.0,7573.5,67500.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.019101,-22065,365243,-7443.0,-5560,,1,0,0,1,0,0,,1.0,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,0.7039515022733853,0.3056094515284226,0.7838324335199619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
133845,Cash loans,F,N,Y,0,225000.0,900000.0,46084.5,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-23260,365243,-15549.0,-3250,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,10,0,0,0,0,0,0,XNA,,0.6495661172537409,0.25533177083329,0.0722,0.0709,0.9786,0.7076,0.0081,0.0,0.1379,0.1667,0.2083,0.0578,0.0588,0.0664,0.0,0.0,0.0735,0.0736,0.9786,0.7190000000000001,0.0082,0.0,0.1379,0.1667,0.2083,0.0592,0.0643,0.0692,0.0,0.0,0.0729,0.0709,0.9786,0.7115,0.0082,0.0,0.1379,0.1667,0.2083,0.0588,0.0599,0.0676,0.0,0.0,reg oper account,block of flats,0.0522,"Stone, brick",No,4.0,3.0,4.0,2.0,-670.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0
317913,Cash loans,F,N,Y,1,180000.0,254700.0,26874.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,-14861,-832,-8650.0,-4647,,1,1,1,1,1,0,,3.0,1,1,WEDNESDAY,13,1,1,0,1,1,1,Business Entity Type 3,0.6259326122182934,0.6516290556936599,0.375711009574066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2422.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
226886,Cash loans,F,N,N,0,67500.0,547344.0,17608.5,472500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.019689,-23540,365243,-4397.0,-4397,,1,0,0,1,0,0,,1.0,2,2,TUESDAY,11,0,0,0,0,0,0,XNA,,0.34227393109256044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
238005,Cash loans,F,N,N,0,72000.0,161730.0,7123.5,135000.0,Family,Pensioner,Higher education,Married,House / apartment,0.00733,-21042,365243,-4877.0,-2983,,1,0,0,1,1,0,,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,XNA,,0.68025935522015,0.1852020815902493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-766.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
160893,Cash loans,F,N,Y,0,202500.0,360000.0,20794.5,360000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.011703,-16366,-1546,-1902.0,-4360,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.7366218177423969,0.6848276586890367,0.1443,0.1009,0.995,0.932,0.0225,0.0,0.2414,0.1667,0.2083,0.2435,0.1168,0.1561,0.0039,0.003,0.1429,0.0868,0.995,0.9347,0.0222,0.0,0.2069,0.1667,0.2083,0.1842,0.124,0.1387,0.0039,0.0,0.1457,0.1009,0.995,0.9329,0.0227,0.0,0.2414,0.1667,0.2083,0.2477,0.1189,0.1589,0.0039,0.003,reg oper account,block of flats,0.1622,"Stone, brick",No,0.0,0.0,0.0,0.0,-1020.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
320536,Cash loans,F,N,Y,1,180000.0,521280.0,26613.0,450000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.006008,-11186,-1150,-1129.0,-3482,,1,1,1,1,0,0,Cooking staff,3.0,2,2,SATURDAY,12,0,0,0,0,0,0,School,,0.2661779288881976,0.7583930617144343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0044,,No,1.0,0.0,1.0,0.0,-84.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
316660,Cash loans,M,N,N,0,270000.0,360000.0,16780.5,360000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.04622,-8727,-619,-3279.0,-1403,,1,1,0,1,1,0,High skill tech staff,1.0,1,1,MONDAY,11,0,1,1,0,1,1,Business Entity Type 3,,0.14241625246629194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
380463,Cash loans,F,N,Y,0,81000.0,61128.0,6547.5,54000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.008625,-17069,-667,-10832.0,-615,,1,1,0,1,0,0,Sales staff,2.0,2,2,FRIDAY,12,0,0,0,0,0,0,Self-employed,0.8960301579108673,0.6135464963978631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,-1896.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
363592,Revolving loans,F,Y,Y,0,157500.0,450000.0,22500.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612000000000002,-19881,-3464,-945.0,-3419,10.0,1,1,0,1,0,0,,2.0,2,2,THURSDAY,13,0,0,0,0,1,1,Business Entity Type 3,,0.3159556113008192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-890.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
394477,Cash loans,F,N,Y,0,157500.0,225000.0,22050.0,225000.0,Family,Working,Higher education,Married,House / apartment,0.031329,-24519,-3410,-74.0,-4394,,1,1,1,1,1,0,Managers,2.0,2,2,MONDAY,12,0,0,0,0,0,0,Self-employed,0.8301692670640529,0.6345360912461233,0.3556387169923543,0.1237,0.0844,0.9786,0.7076,0.0139,0.0,0.069,0.1667,0.2083,0.0149,0.1009,0.0659,0.0,0.0,0.1261,0.0875,0.9786,0.7190000000000001,0.013999999999999999,0.0,0.069,0.1667,0.2083,0.0153,0.1102,0.0687,0.0,0.0,0.1249,0.0844,0.9786,0.7115,0.013999999999999999,0.0,0.069,0.1667,0.2083,0.0152,0.1026,0.0671,0.0,0.0,reg oper account,block of flats,0.0595,Block,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
320106,Cash loans,M,N,Y,0,54000.0,754740.0,24475.5,630000.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-21103,365243,-6628.0,-4582,,1,0,0,1,0,0,,2.0,2,2,SUNDAY,12,0,0,0,0,0,0,XNA,,0.6791119893015655,0.40314167665875134,0.0165,0.0145,0.9697,,,0.0,0.1034,0.0417,,0.0133,,0.0152,,0.0191,0.0168,0.0151,0.9697,,,0.0,0.1034,0.0417,,0.0136,,0.0158,,0.0202,0.0167,0.0145,0.9697,,,0.0,0.1034,0.0417,,0.0135,,0.0155,,0.0195,,block of flats,0.0161,Block,No,0.0,0.0,0.0,0.0,-1266.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
160475,Cash loans,F,N,Y,0,157500.0,114430.5,11722.5,103500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019101,-14662,-3710,-1282.0,-4736,,1,1,0,1,0,0,Laborers,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,Self-employed,0.2768703389009473,0.683068515517022,0.7295666907060153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1802.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
223352,Cash loans,M,Y,N,3,360000.0,1928304.0,79708.5,1800000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-15262,-1674,-2463.0,-4727,9.0,1,1,0,1,0,0,Managers,5.0,2,2,THURSDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.4506910732420247,0.6634901592481208,0.6956219298394389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2046.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
455110,Cash loans,F,N,Y,0,67500.0,675000.0,19867.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-18624,-1712,-8423.0,-2185,,1,1,1,1,0,0,Sales staff,2.0,2,2,FRIDAY,14,0,0,0,0,0,0,Self-employed,,0.5935620115604558,0.6195277080511546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1443.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
299867,Cash loans,F,N,Y,0,270000.0,272520.0,21528.0,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.00733,-19427,-246,-58.0,-2935,,1,1,0,1,0,1,Realty agents,2.0,2,2,SATURDAY,11,0,0,0,0,0,0,Realtor,,0.4879223940850856,0.5352762504724826,0.0835,0.0594,0.9990000000000001,,,0.08,0.069,0.375,,0.0,,0.0,,0.0,0.0851,0.0616,0.9990000000000001,,,0.0806,0.069,0.375,,0.0,,0.0,,0.0,0.0843,0.0594,0.9990000000000001,,,0.08,0.069,0.375,,0.0,,0.0,,0.0,,block of flats,0.0743,Panel,No,0.0,0.0,0.0,0.0,-549.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
100020,Cash loans,M,N,N,0,108000.0,509602.5,26149.5,387000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-12931,-1317,-6392.0,-3866,,1,1,0,1,0,0,Drivers,2.0,2,2,THURSDAY,12,0,0,0,1,1,0,Government,,0.2363778398884225,0.06210303783729682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
130472,Cash loans,M,Y,N,0,360000.0,900000.0,38263.5,900000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.008625,-21578,-5395,-4356.0,-4485,6.0,1,1,0,1,1,0,Managers,2.0,2,2,SATURDAY,14,0,0,0,0,1,1,Business Entity Type 3,0.8080386535218571,0.5427088155501466,0.39449540531239935,0.0423,0.0639,0.9622,,,,0.1724,0.125,,0.0594,,0.0566,,0.0368,0.0431,0.0663,0.9623,,,,0.1724,0.125,,0.0608,,0.059000000000000004,,0.0389,0.0427,0.0639,0.9622,,,,0.1724,0.125,,0.0605,,0.0576,,0.0375,,block of flats,0.0589,"Stone, brick",No,0.0,0.0,0.0,0.0,-1914.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
194895,Cash loans,M,N,Y,0,90000.0,225000.0,17905.5,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0228,-8211,-836,-3076.0,-755,,1,1,0,1,0,0,Drivers,2.0,2,2,MONDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.3871676596824236,0.21396685226179807,0.3299,0.1668,0.9776,0.6940000000000001,0.0131,0.0,0.2069,0.1667,0.2083,0.0623,0.2664,0.1172,0.0116,0.0308,0.3361,0.1731,0.9777,0.706,0.0132,0.0,0.2069,0.1667,0.2083,0.0637,0.2911,0.1221,0.0117,0.0326,0.3331,0.1668,0.9776,0.6981,0.0132,0.0,0.2069,0.1667,0.2083,0.0634,0.2711,0.1193,0.0116,0.0314,reg oper account,block of flats,0.1181,"Stone, brick",No,1.0,1.0,1.0,0.0,-560.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
363417,Cash loans,M,Y,Y,0,90000.0,94500.0,9346.5,94500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.002042,-18423,-3210,-802.0,-1978,8.0,1,1,0,1,0,0,Drivers,2.0,3,3,SUNDAY,12,0,0,0,0,0,0,Construction,,0.5031070402381664,0.6041125998015721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-869.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,1.0,3.0
201361,Cash loans,F,N,Y,1,135000.0,643500.0,35037.0,643500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-9068,-404,-191.0,-1750,,1,1,1,1,1,0,Sales staff,3.0,2,2,THURSDAY,10,0,0,0,1,1,0,Services,0.23388414395222865,0.43470311906540976,0.3123653692278984,0.0577,0.0909,0.9786,0.7008,0.0,0.0,0.1379,0.1667,0.2083,0.0144,0.0471,0.0536,0.0,0.0248,0.0588,0.0943,0.9786,0.7125,0.0,0.0,0.1379,0.1667,0.2083,0.0147,0.0514,0.0558,0.0,0.0263,0.0583,0.0909,0.9786,0.7048,0.0,0.0,0.1379,0.1667,0.2083,0.0146,0.0479,0.0545,0.0,0.0253,reg oper account,block of flats,0.0421,"Stone, brick",No,0.0,0.0,0.0,0.0,-81.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
208311,Cash loans,F,N,Y,0,180000.0,454500.0,24345.0,454500.0,Family,Pensioner,Secondary / secondary special,Separated,House / apartment,0.018209,-23238,365243,-9868.0,-3156,,1,0,0,1,0,0,,1.0,3,3,WEDNESDAY,11,0,0,0,0,0,0,XNA,,0.14298339535368226,,,,0.9627,,,,,,,,,0.0058,,,,,0.9628,,,,,,,,,0.006,,,,,0.9627,,,,,,,,,0.0059,,,,block of flats,0.0045,,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
238568,Cash loans,M,N,N,0,157500.0,284400.0,14854.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.04622,-9387,-1264,-4163.0,-1741,,1,1,0,1,0,0,,1.0,1,1,SATURDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.4239523043709816,0.590884598360732,0.3876253444214701,0.0979,,0.9811,0.7416,0.0,,0.2069,0.1667,0.2083,,0.0748,0.0507,0.0232,0.1822,0.0998,,0.9811,0.7517,0.0,,0.2069,0.1667,0.2083,,0.0817,0.0528,0.0233,0.1929,0.0989,,0.9811,0.7451,0.0,,0.2069,0.1667,0.2083,,0.0761,0.0516,0.0233,0.18600000000000005,,block of flats,0.0795,Panel,No,1.0,0.0,1.0,0.0,-439.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
